academic_freq,non_academic_freq,phrase,ratio
30729,4255,resource,7.221856639247943
4957,4,clas,1239.25
6479,637,the meaning of,10.17111459968603
7036,63,the graph,111.6825396825397
4975,544,reasoning,9.145220588235293
5883,741,partially,7.939271255060729
5625,120,shown that,46.875
5478,81,we would like,67.62962962962963
4936,79,of possible,62.48101265822785
28796,995,the user,28.94070351758794
16504,60,our system,275.0666666666667
9831,722,moreover,13.61634349030471
75584,25390,order,2.976920047262702
7352,1124,be seen,6.540925266903915
57246,5911,for example,9.684655726611403
5225,383,the dictionary,13.64229765013055
9075,182,structural,49.86263736263736
9418,648,formed,14.53395061728395
18530,2059,the current,8.99951432734337
8549,2868,the full,2.980822873082287
50383,243,this paper,207.3374485596708
25326,4381,pre,5.780871947044054
5265,2505,suggested,2.101796407185629
26096,4687,frame,5.567740558992959
4746,1172,access to,4.049488054607509
22294,522,the task,42.7088122605364
131198,25781,between,5.088941468523331
7595,94,sentence is,80.79787234042553
19011,528,extract,36.00568181818182
75022,6986,user,10.73890638419697
60729,2623,for each,23.15249714067861
10703,2050,of two,5.220975609756097
42098,1468,we use,28.67711171662125
11753,1805,in particular,6.511357340720221
12809,489,applied to,26.19427402862986
19712,3516,in addition,5.60637087599545
23987,3914,generation,6.128513030148186
8401,37,latent,227.0540540540541
5400,190,determining,28.42105263157895
37661,8778,study,4.290385053542948
7987,329,classified,24.27659574468085
66329,9,lexical,7369.888888888889
19245,6,segmentation,3207.5
9014,1156,supported,7.79757785467128
102094,3660,translation,27.89453551912568
56253,288,probability,195.3229166666667
8699,871,in the case,9.987370838117107
11724,955,for example the,12.27643979057592
6525,1800,information is,3.625
24146,11,natural language,2195.090909090909
9117,5316,the size,1.715011286681716
6773,94,empirical,72.05319148936171
13785,220,inter,62.65909090909091
13980,4692,created,2.979539641943734
10524,5455,the information,1.929239230064161
4670,405,ample,11.53086419753086
10143,1866,layer,5.435691318327974
6121,863,been used,7.092699884125145
4217,2057,and by,2.050072921730676
54030,1885,input,28.6631299734748
7142,3748,for their,1.905549626467449
15897,2851,apply,5.57593826727464
13473,1,disambiguation,13473.0
21707,2590,the performance,8.381081081081081
7505,332,in the case of,22.60542168674699
14700,1009,determine,14.56888007928642
4720,375,the presence,12.58666666666667
7241,4600,towards,1.574130434782609
12180,1056,whereas,11.53409090909091
10717,799,experimental,13.41301627033792
4985,249,mutual,20.02008032128514
7641,514,between two,14.86575875486381
96218,40785,both,2.359151648890523
9767,815,the development,11.9840490797546
9807,22,ter,445.7727272727273
11204,2001,that of,5.5992003998001
7432,181,achieves,41.06077348066298
22963,13698,useful,1.676376113301212
8879,1963,express,4.52317880794702
7889,13,grained,606.8461538461538
10528,498,ne,21.14056224899598
7144,1383,importance,5.165582067968185
14651,7,fea,2093.0
24716,7780,base,3.176863753213368
33844,124,lexicon,272.9354838709677
7045,72,transliteration,97.84722222222223
42083,1637,the following,25.70739156994502
10839,6871,then the,1.577499636151943
56015,7988,possible,7.012393590385578
5031,349,analyze,14.41547277936963
70528,142,noun,496.6760563380282
5166,2912,creating,1.774038461538461
8140,994,text and,8.189134808853119
5170,2495,over all,2.072144288577154
45613,2310,argument,19.74588744588745
6381,1399,process of,4.561115082201573
7921,481,system to,16.46777546777547
6543,42,task is,155.7857142857143
99060,1209,relation,81.93548387096774
9129,3516,in general,2.59641638225256
117846,66196,from the,1.780258625898846
26181,116,clause,225.698275862069
8748,1110,to produce,7.881081081081081
6095,1931,in two,3.15639564992232
17933,1103,value of,16.25838621940163
6496,126,occurring,51.55555555555556
5645,2,asr,2822.5
10480,682,that our,15.36656891495601
16285,3192,news,5.101817042606516
91116,260,algorithm,350.4461538461538
10077,875,translated,11.51657142857143
9173,689,whether the,13.31349782293178
7101,644,the search,11.02639751552795
12586,930,which we,13.53333333333333
5990,123,represented by,48.69918699186992
7136,5,monolingual,1427.2
7838,2591,contained,3.025086839058279
19254,3516,construction,5.476109215017065
17608,1720,se,10.23720930232558
6214,1662,suitable,3.738868832731649
29177,7637,consider,3.820479245777137
109207,46331,different,2.357104314605771
18735,3864,below,4.84860248447205
24696,2003,definition,12.32950574138792
24594,7014,development,3.506415739948674
11087,826,phase,13.42251815980629
13008,440,respect to,29.56363636363636
23215,1794,the feature,12.94035674470457
13979,3,we present,4659.666666666667
151255,44281,such,3.415799101194643
8232,5007,share,1.644098262432594
146154,170,quot,859.7294117647059
34717,440,distribution,78.90227272727273
24714,7279,positive,3.395246599807666
57567,340,entity,169.3147058823529
63930,1518,experiment,42.11462450592885
5965,96,coherence,62.13541666666666
5389,360,large number,14.96944444444444
21438,6962,aspect,3.079287561045676
31588,1193,frequency,26.4777870913663
71388,16780,performance,4.254350417163289
6395,1307,the length,4.892884468247896
58301,3343,target,17.43972479808555
8288,731,underlying,11.33789329685363
12455,1324,select,9.407099697885196
21770,3852,count,5.651609553478712
7446,1809,dynamic,4.11608623548922
40149,15633,machine,2.568221070811744
28828,88,np,327.5909090909091
4981,1123,focused on,4.435440783615316
9819,1050,reduce,9.351428571428572
32373,18915,head,1.711498810467883
6330,160,similarity between,39.5625
4783,3002,and or,1.593271152564957
10926,8,ity,1365.75
5425,1135,development of,4.779735682819383
12442,1614,highest,7.708798017348204
43488,1949,output,22.31298101590559
13441,5349,the previous,2.512806131987287
4987,671,adopted,7.432190760059613
82922,2345,context,35.36119402985074
5867,47,optimization,124.8297872340426
17392,36,tagging,483.1111111111111
4709,1068,separately,4.409176029962547
4633,615,is similar,7.533333333333333
6839,906,depends,7.548565121412803
5877,69,the alignment,85.17391304347827
7716,62,this task,124.4516129032258
12213,2009,advantage,6.079143852663017
12471,488,cue,25.55532786885246
9778,536,correction,18.24253731343284
7977,575,previous work,13.87304347826087
92280,4703,score,19.62151817988518
5898,120,the relative,49.15
20802,24,constituent,866.75
32900,14146,available,2.32574579386399
7168,1285,of the two,5.578210116731517
8543,577,system that,14.80589254766031
13911,149,we use the,93.36241610738254
6037,194,the frequency,31.11855670103093
15766,992,are used,15.89314516129032
13695,1705,combined,8.03225806451613
13987,180,detection,77.70555555555555
41330,22012,mean,1.877612211520989
8673,1406,the latter,6.168563300142248
8086,2491,behavior,3.246085909273384
6530,2656,chart,2.458584337349397
29865,2814,dictionary,10.61300639658849
11820,698,equation,16.93409742120344
12617,1133,span,11.13592233009709
4880,326,by our,14.96932515337423
7157,1656,incorrect,4.321859903381642
10442,1813,interface,5.759514616657474
18244,2041,the use,8.938755512003919
10732,287,weighted,37.39372822299651
8948,4007,literature,2.233092088844522
9508,1,we describe,9508.0
14491,43,probability of,337.0
8442,221,the similarity,38.19909502262443
16773,300,ranking,55.91
11034,4683,building,2.356181934657271
11136,43,unsupervised,258.9767441860465
6240,168,consisting of,37.14285714285715
5722,2827,allowed,2.024053767244429
8289,2011,to build,4.121829935355544
17565,71,supervised,247.3943661971831
15175,4700,respect,3.228723404255319
6408,1137,sufficient,5.635883905013193
9145,68,model we,134.4852941176471
6428,2699,net,2.381622823267877
11121,325,sentence and,34.21846153846154
4917,174,induction,28.25862068965517
4985,145,arbitrary,34.37931034482759
10512,4531,work on,2.320017656146546
6853,1438,identical,4.765646731571628
16766,637,assigned,26.32025117739403
64974,7302,source,8.898110106820049
5034,88,define the,57.20454545454545
9472,144,calculated,65.77777777777777
23052,1397,automatically,16.50107372942018
12947,1259,discussed,10.2835583796664
4845,529,depend,9.158790170132326
27489,11800,may be,2.329576271186441
9705,1846,difference between,5.257313109425786
25790,7815,focus,3.300063979526552
5582,151,all possible,36.96688741721854
5129,954,approximately,5.376310272536688
6238,1398,communication,4.4620886981402
30432,2484,show that,12.2512077294686
24466,4033,based on the,6.066451772873791
10258,7,corpus of,1465.428571428571
101942,49199,where,2.072033984430578
17713,507,define,34.93688362919132
8675,279,labeling,31.09318996415771
4813,1065,iii,4.51924882629108
16092,3265,similar to,4.928637059724349
6173,264,this method,23.38257575757576
21726,2537,path,8.563657863618447
15055,5016,required,3.001395534290271
13415,1557,vocabulary,8.615928066795119
8369,2,sen tence,4184.5
12683,311,aligned,40.78135048231511
9034,105,hierarchy,86.03809523809524
15221,981,the rule,15.5158002038736
26350,4038,the set,6.525507677067855
9203,4138,technology,2.224021266312228
13597,4179,japanese,3.253649198372817
225685,136964,to the,1.647768756753599
50766,4036,thus,12.5782953419227
8060,949,and thus,8.493150684931507
11434,496,the phrase,23.05241935483871
5438,476,integrated,11.42436974789916
17204,952,database,18.07142857142857
7888,122,generating,64.65573770491804
6873,431,robust,15.94663573085847
6299,731,the remaining,8.616963064295486
6779,45,ent,150.6444444444444
242239,18861,system,12.84338052065108
11182,189,the document,59.16402116402116
10407,5095,variety,2.042590775269872
11552,2635,direct,4.384060721062618
30365,31,utterance,979.516129032258
10459,4005,spanish,2.611485642946317
8693,73,future work,119.0821917808219
29385,119,annotated,246.9327731092437
7122,850,then we,8.378823529411765
9946,54,decoding,184.1851851851852
4621,113,adjacent,40.89380530973451
2805,1017,to in,2.75811209439528
7053,292,in the context,24.1541095890411
7242,1272,size of the,5.693396226415095
7807,182,explicitly,42.89560439560439
5192,71,the precision,73.12676056338029
9182,1609,the effect,5.706650093225606
34068,7699,between the,4.424990258475127
14475,387,syntax,37.4031007751938
19515,6242,account,3.1264017942967
5201,1299,least one,4.003849114703618
15788,297,lan,53.15824915824916
4709,343,in the previous,13.72886297376093
8213,104,output of,78.97115384615384
5693,1567,nature of,3.633056796426292
6085,1703,of both,3.573106283029947
5274,663,an example of,7.95475113122172
32794,10,in table,3279.4
5275,3003,successful,1.756576756576756
5019,434,xml,11.56451612903226
8809,1,computational linguistics,8809.0
12198,4126,on the other,2.956374212312167
7893,4548,the basic,1.735488126649076
310291,123216,which,2.518268731333593
15150,2525,the language,6.0
194371,11869,language,16.37635858117786
6276,226,assigned to,27.76991150442478
8761,618,system for,14.17637540453075
16969,1067,manually,15.90346766635427
4918,1006,we see,4.888667992047714
32435,8579,answer,3.780743676419163
9351,4286,that have,2.181754549696687
7855,166,method is,47.31927710843374
7462,150,estimation,49.74666666666667
8150,176,derived from,46.30681818181818
9497,154,correspond,61.66883116883117
118544,4789,rule,24.75339319273335
11285,1610,in each,7.009316770186335
4878,1952,the order,2.498975409836066
9389,3539,social,2.653009324667985
19657,3863,comparison,5.088532228837691
11273,1336,typically,8.437874251497005
23004,9268,speaker,2.482088908070781
4663,299,the automatic,15.59531772575251
14637,4799,example of,3.050010418837258
4599,1551,to handle,2.965183752417795
20084,639,linear,31.43035993740219
6657,3123,constant,2.131604226705091
8734,1880,that can be,4.645744680851064
9821,1026,possible to,9.572124756335283
6946,8,infor,868.25
13043,16,heuristic,815.1875
10155,3176,currently,3.197418136020151
8175,509,investigate,16.06090373280943
17982,481,boundary,37.38461538461539
90171,375,ing,240.456
22794,173,occurrence,131.757225433526
7212,1311,spelling,5.501144164759725
13043,883,represents,14.77123442808607
4808,3185,that there is,1.509576138147567
4814,22,cally,218.8181818181818
10762,1536,case the,7.006510416666667
14702,6192,must be,2.374354005167959
11594,2475,the correct,4.684444444444445
26215,3595,article,7.292072322670376
25206,8692,edge,2.899907961343764
5040,1077,be considered,4.67966573816156
14866,636,achieved,23.37421383647799
5172,1236,between the two,4.184466019417476
8705,1737,the example,5.011514104778353
33227,7522,whether,4.417309226269609
5154,29,total number,177.7241379310345
10148,1349,objective,7.522609340252038
3059,636,of in,4.809748427672956
12079,1112,complexity,10.86241007194245
9262,876,applying,10.57305936073059
23301,3643,describe,6.396102113642602
5157,674,the length of,7.651335311572701
18025,3595,directly,5.013908205841447
54031,7899,process,6.840232940878592
16902,32,cor,528.1875
9870,1774,university,5.56369785794814
7993,3976,traditional,2.010311871227364
5052,1277,involving,3.956147220046985
8052,1857,among the,4.336025848142165
10154,692,expressed,14.67341040462428
21828,2050,word and,10.64780487804878
14357,2833,root,5.067772679138722
16407,1694,for instance,9.685360094451003
12811,203,with respect to,63.10837438423646
12350,1186,frequent,10.41315345699831
10359,1296,likely to,7.993055555555555
4814,45,incremental,106.9777777777778
24404,1281,automatic,19.05074160811866
7697,425,paper is,18.11058823529412
11160,18,section we,620.0
4846,478,incorporate,10.13807531380753
6388,1634,edit,3.909424724602203
9125,375,work we,24.33333333333333
19149,598,the context,32.02173913043478
7730,1531,the state,5.048987589810581
17167,951,represented,18.05152471083071
24263,531,framework,45.69303201506591
6282,79,precision and,79.51898734177215
29838,1848,recall,16.1461038961039
57137,326,evaluation,175.2668711656442
18268,10495,choice,1.740638399237732
10677,298,accuracy of,35.82885906040269
8746,516,to obtain,16.94961240310078
76889,18639,level,4.125167659209185
36046,7732,above,4.661924469736161
21905,1580,we used,13.86392405063291
84537,8234,pair,10.26682050036434
33342,6422,technique,5.191840548115851
5928,244,can be seen,24.29508196721311
6858,18,syn,381.0
16434,9445,plan,1.73996823716252
351,123,between and,2.853658536585366
177600,16049,based,11.0661100380086
290878,15004,model,19.38669688083178
5572,6,ical,928.6666666666666
16644,947,matrix,17.57550158394931
7588,3020,tend to,2.512582781456953
13751,1872,agent,7.345619658119658
10238,1079,according to the,9.488415199258572
15220,21,the baseline,724.7619047619048
40210,135,linguistic,297.8518518518518
4619,600,illustrate,7.698333333333333
12162,165,paraphrase,73.7090909090909
9711,250,model in,38.844
22195,5,annotator,4439.0
14229,5011,french,2.83955298343644
6762,280,is then,24.15
9057,3413,this case,2.653677116905948
7664,2164,the web,3.541589648798521
10247,4147,to an,2.470942850253195
4985,5,phrasal,997.0
12229,7983,with an,1.531880245521734
9980,111,lin,89.90990990990991
12584,11,sion,1144.0
4939,1093,additionally,4.51875571820677
29274,3124,chinese,9.370678617157491
5080,9,we compare,564.4444444444445
10930,2711,other hand,4.031722611582442
21609,153,of speech,141.2352941176471
41263,6970,using the,5.920086083213773
6658,4,parsed,1664.5
11596,556,partial,20.85611510791367
7536,3,rela,2512.0
6679,917,stack,7.283533260632497
7471,171,we used the,43.69005847953216
6026,294,ar,20.49659863945578
4863,710,we need to,6.849295774647888
4548,48,in natural,94.75
5170,243,goal is,21.27572016460906
7412,9,mation,823.5555555555555
8569,511,transformation,16.76908023483366
4788,720,we want,6.65
15372,7960,in an,1.931155778894472
5759,1829,minimal,3.148715144887917
11175,2755,expert,4.056261343012705
35750,13792,that are,2.592082366589327
14194,413,state of the,34.3680387409201
156904,39337,using,3.988712916592521
23905,8306,addition,2.878039971105225
11609,2,our method,5804.5
21696,435,ap,49.87586206896552
8487,174,prob,48.77586206896552
11531,3053,the three,3.776940714051753
15763,5190,solution,3.037186897880539
6614,772,produced by,8.567357512953368
8446,2,test data,4223.0
7728,1411,scenario,5.476966690290574
7780,284,method to,27.3943661971831
11988,1731,combine,6.925476603119584
29097,14050,if the,2.070960854092527
26868,16454,description,1.632916008265467
6033,2710,programming,2.22619926199262
6448,29,we assume,222.3448275862069
4624,202,induced,22.89108910891089
8987,713,stem,12.60448807854137
8282,737,is given,11.23744911804613
68919,1799,grammar,38.30961645358533
5030,2356,set is,2.134974533106961
11952,274,task of,43.62043795620438
361,23,es,15.69565217391304
13968,5884,and their,2.373895309313392
6374,652,divided,9.776073619631902
14102,824,log,17.11407766990291
40582,490,gram,82.82040816326531
12576,1874,sum,6.710779082177162
7202,1054,we found,6.833017077798861
7332,3511,the work,2.088293933352321
12957,4056,only the,3.194526627218935
6984,3514,see that,1.987478656801366
119515,17897,number,6.677934849416103
11676,106,of sentence,110.1509433962264
6515,2413,the dialogue,2.699958557811852
4764,1108,necessary to,4.299638989169675
5786,41,is the number of,141.1219512195122
29270,69,extraction,424.2028985507246
5768,407,were used,14.17199017199017
56730,6510,function,8.714285714285714
8179,1399,suggests,5.846318799142244
10579,60,likelihood,176.3166666666667
11850,2659,describes,4.456562617525385
17649,963,result in,18.32710280373832
46113,15824,large,2.914117795753286
9976,3597,that in,2.773422296358076
6994,3192,to other,2.191102756892231
7696,1,in the corpus,7696.0
19219,1624,relative,11.83435960591133
20436,5184,selection,3.94212962962963
5673,509,increasing,11.14538310412574
166,11,al for,15.09090909090909
5724,782,composed,7.319693094629156
20878,570,attribute,36.62807017543859
5568,166,generates,33.54216867469879
8154,1211,remaining,6.733278282411231
7900,89,in the following,88.76404494382022
10479,984,chunk,10.64939024390244
12366,2453,evidence,5.041174072564207
13389,604,template,22.16721854304636
8367,2468,the different,3.390194489465154
8229,2423,these two,3.396203054065209
6023,707,to which,8.519094766619519
7408,8,crf,926.0
29481,3,in this paper,9827.0
6426,1,described in section,6426.0
8328,2210,the size of,3.768325791855204
14792,5827,im,2.538527544190836
4693,2825,closed,1.661238938053097
19298,1045,the source,18.46698564593301
11535,2452,found in,4.704323001631321
5996,796,answering,7.532663316582915
5863,228,filtering,25.71491228070175
15675,10240,part of the,1.53076171875
27759,5249,presented,5.288435892550962
15678,2629,random,5.96348421453024
5291,58,and target,91.22413793103448
6112,1484,the non,4.118598382749326
33691,5541,further,6.080310413282801
5411,261,au,20.73180076628352
10471,1,tion of,10471.0
15718,265,observed,59.31320754716981
15904,3453,level of,4.605849985519838
41989,389,alignment,107.9408740359897
7902,577,definition of,13.69497400346621
11036,2,the lexical,5518.0
36878,11075,type of,3.329841986455982
5891,2080,noisy,2.832211538461539
41591,2988,sequence,13.91934404283802
12194,4,smt,3048.5
6144,1607,composition,3.823273179838208
9421,2053,dialog,4.588894301022894
5557,83,pruning,66.95180722891567
39512,2300,object,17.17913043478261
7603,1,phrase based,7603.0
12668,715,to identify,17.71748251748252
47523,1392,the number of,34.14008620689656
18226,838,occur,21.74940334128878
21207,9009,the case,2.353979353979354
11211,19,ing the,590.0526315789474
12827,1672,hence,7.67165071770335
15814,4367,appear,3.621250286237692
9942,4039,zero,2.461500371379054
4789,170,cognitive,28.17058823529412
14767,551,the performance of,26.80036297640653
12549,7250,mentioned,1.730896551724138
215967,20879,feature,10.34374251640404
13956,1729,contrast,8.071717755928283
7892,155,to extract,50.91612903225806
10856,800,the tree,13.57
16114,1199,existing,13.4395329441201
36634,79,in section,463.7215189873418
84006,11542,english,7.278287991682551
36525,4581,string,7.973149967256058
4897,4,information retrieval,1224.25
11871,792,by using,14.98863636363636
8471,8,target language,1058.875
7575,26,denote,291.3461538461539
2745,1104,is set,2.486413043478261
5631,20,speech recognition,281.55
11780,22,ture,535.4545454545455
11196,2226,slot,5.029649595687331
23121,4197,train,5.508934953538241
12912,269,wikipedia,48.0
8989,1063,comparable,8.456255879586077
4487,175,of natural,25.64
4818,410,at each,11.75121951219512
6793,353,penn,19.24362606232295
46089,143,vector,322.3006993006993
6011,1088,extent,5.524816176470588
6172,183,of training,33.72677595628415
23297,9628,including,2.419713336103033
6568,101,regression,65.02970297029702
13900,41,retrieval,339.0243902439024
7973,2326,native,3.427773000859845
4849,420,commonly,11.5452380952381
35076,7840,role,4.473979591836735
5191,30,lingual,173.0333333333333
54416,1517,speech,35.87079762689519
5727,2473,this model,2.315810756166599
4887,1557,definite,3.138728323699422
5935,1990,the human,2.982412060301507
8632,4522,addition to,1.908889871738169
12841,328,differ,39.14939024390244
18853,10658,amount,1.768905986113717
5518,1287,oriented,4.287490287490288
88017,57871,the same,1.520917212420729
7240,2958,frequently,2.447599729546991
38520,178,query,216.4044943820225
10617,114,textual,93.13157894736842
6494,493,punctuation,13.17241379310345
6078,262,represent the,23.19847328244275
8280,12,the noun,690.0
65356,3115,analysis,20.98105939004816
5242,1926,this way,2.721703011422638
30432,13239,note,2.298663041015182
20176,2995,contain,6.736560934891486
13247,4975,potential,2.662713567839196
14328,3907,capture,3.667263885334016
5843,2687,proof,2.174544101228136
21518,3321,of each,6.479373682625715
6244,2675,influence,2.334205607476636
34400,8041,com,4.278074866310161
5132,204,structure of the,25.15686274509804
31285,4474,in which,6.992624050067054
4947,3026,shallow,1.634831460674157
4497,2044,the level,2.200097847358121
4755,357,unseen,13.31932773109244
6335,3015,connected,2.101160862354892
5710,4,mance,1427.5
57157,12872,non,4.440413300186451
26836,79,extracted,339.6962025316456
50437,3081,the number,16.37033430704317
46929,19431,part of,2.415161340126602
10754,1576,which can,6.823604060913706
10015,5315,fully,1.884289746001881
6700,136,for training,49.26470588235294
15916,5557,that can,2.864135324815548
12118,1952,the average,6.207991803278689
5238,1557,useful for,3.364161849710983
12221,111,gold standard,110.0990990990991
33447,18045,simple,1.853532834580216
18886,3670,allows,5.146049046321526
8725,21,the lexicon,415.4761904761905
55147,5376,following,10.25799851190476
7976,1343,comparing,5.938942665673864
19467,8482,across,2.295095496345202
41664,8657,research,4.812752685687883
7963,1506,in english,5.287516600265604
11585,9,lemma,1287.222222222222
5123,662,potentially,7.738670694864048
11624,1311,is based on,8.86651411136537
7112,2921,conversation,2.434782608695652
21493,4963,the text,4.330646786218013
5164,46,we would like to,112.2608695652174
5400,1312,together with,4.115853658536586
8290,77,feature set,107.6623376623377
23964,604,variable,39.67549668874172
15201,3610,prior,4.210803324099723
8933,1037,meaning of,8.61427193828351
138480,20109,example,6.886468745337909
6226,1810,by an,3.439779005524862
18379,23,part of speech,799.0869565217391
10037,1797,constructed,5.585420144685587
8382,1638,of different,5.117216117216117
22049,59,computational,373.7118644067797
44920,10176,human,4.414308176100629
4736,906,to test,5.227373068432671
5865,9,task we,651.6666666666666
178515,84970,two,2.100917971048605
5252,57,to model,92.14035087719299
4945,110,encoded,44.95454545454545
9813,25,extracted from,392.52
8963,17,formalism,527.2352941176471
17945,5284,developed,3.396101438304315
17932,3048,list of,5.883202099737533
19100,2762,performed,6.915278783490225
6315,420,basis of,15.03571428571429
6286,2333,be found,2.694384912130305
9118,2810,impact,3.244839857651245
6038,337,the basis of,17.91691394658754
15613,4245,response,3.677974087161366
4724,575,improving,8.215652173913044
32293,618,precision,52.25404530744336
4900,2708,different from,1.809453471196455
6415,420,detect,15.27380952380952
30826,13192,subject,2.336719223771983
4771,73,keywords,65.35616438356165
4714,831,with different,5.672683513838749
10500,274,approach is,38.32116788321168
10539,1674,in both,6.295698924731183
630770,408778,of the,1.543062493578422
5179,2903,raw,1.784016534619359
6138,2473,the table,2.482005661140315
6743,2234,in these,3.018352730528201
5396,348,for each of,15.50574712643678
5014,78,the gold standard,64.28205128205128
4975,53,defined in,93.86792452830188
13633,285,the output,47.83508771929824
6929,490,workshop,14.14081632653061
11090,842,preference,13.17102137767221
7068,2,the dependency,3534.0
31720,11959,important,2.652395685257965
6689,191,measure the,35.02094240837696
7294,13,unlabeled,561.0769230769231
16454,9922,lead,1.658335013102197
28856,5971,current,4.832691341483838
6904,200,measure of,34.52
17889,888,scheme,20.14527027027027
15338,37,sys,414.5405405405405
8833,793,the score,11.13871374527112
8832,3073,variety of,2.874064432150992
12072,5,tive,2414.4
5251,34,anno,154.4411764705882
10806,2496,the question,4.329326923076923
5335,435,generator,12.26436781609195
5241,1038,studied,5.049132947976879
33053,14420,within,2.292163661581137
5634,274,in the context of,20.56204379562044
62055,11116,state,5.582493702770781
12398,597,model of,20.76716917922948
793207,139434,we,5.688763142418635
5873,13,to compute,451.7692307692308
10145,1200,the highest,8.454166666666667
21846,2767,en,7.895193350198771
15255,1573,rank,9.69802924348379
28286,14239,the second,1.986515907015942
9145,794,for which,11.5176322418136
7735,865,used by,8.942196531791907
9901,1978,tested,5.005561172901921
24637,6692,web,3.681560071727436
35830,951,of word,37.67613038906414
5368,3344,reasonable,1.605263157894737
6170,677,widely,9.113737075332349
13856,4066,alternative,3.407771765863256
94488,53263,in this,1.773989448585322
6846,1994,the event,3.433299899699097
8100,4897,to their,1.654073922809884
7167,7,we define,1023.857142857143
9772,19,antecedent,514.3157894736842
94616,8503,table,11.12736681171351
5069,375,performance on,13.51733333333333
5111,101,how ever,50.6039603960396
8217,414,we do not,19.84782608695652
12532,463,of the art,27.06695464362851
10455,574,context of,18.21428571428572
6055,12,of this paper,504.5833333333333
12500,957,model and,13.06165099268548
102381,2642,phrase,38.75132475397426
12867,167,this section,77.04790419161677
12886,2589,require,4.977211278485902
14572,6681,added,2.181110612183805
27463,6543,common,4.197310102399511
10043,334,cal,30.0688622754491
8349,2200,the topic,3.795
26318,278,metric,94.66906474820144
7294,441,conjunction,16.53968253968254
10953,4305,generally,2.544250871080139
35016,4997,meaning,7.007404442665599
6222,1055,minimum,5.897630331753555
9652,525,gen,18.38476190476191
6358,3,context free,2119.333333333333
35558,5219,per,6.81318260203104
13837,1165,can be used,11.87725321888412
7628,1555,explore,4.905466237942123
10745,964,of the word,11.14626556016598
5295,2014,in such,2.62909632571996
5750,689,motivated,8.34542815674891
8267,442,given in,18.70361990950226
16353,3902,pair of,4.190927729369554
5459,437,theoretical,12.49199084668192
8914,1320,also be,6.753030303030303
16766,6176,build,2.71470207253886
7224,11,ner,656.7272727272727
6242,3,quot and,2080.666666666667
12578,3258,focus on,3.860650705954573
8958,3251,of information,2.755459858505076
17886,413,generate,43.30750605326877
4751,24,weighting,197.9583333333333
11014,412,of text,26.73300970873786
6899,1168,trigger,5.906678082191781
45911,4239,pattern,10.83062042934654
11582,1288,logical,8.99223602484472
7027,305,notion of,23.03934426229508
5532,1,the predicate,5532.0
7088,1,struc,7088.0
6818,3757,mainly,1.814745807825393
8275,418,specified,19.79665071770335
7286,101,data in,72.13861386138613
7884,156,data is,50.53846153846154
206924,1154,et,179.3102253032929
5577,13,multilingual,429.0
1585,293,section the,5.409556313993174
7201,4445,would like to,1.620022497187852
12664,8340,it can,1.518465227817746
24009,298,statistical,80.56711409395973
9925,699,example in,14.19885550786838
6036,613,the reference,9.846655791190864
16515,4529,stage,3.64650033119894
6427,1511,more than one,4.253474520185308
15384,79,propose,194.7341772151899
13490,840,assumption,16.05952380952381
6169,1242,bias,4.966988727858293
6633,1260,grant,5.264285714285714
14613,70,evaluated,208.7571428571429
6205,65,extracting,95.46153846153847
9469,31,dif,305.4516129032258
23215,4681,multiple,4.959410382396924
6356,3067,removed,2.07238343658298
12740,1278,testing,9.96870109546166
14336,735,the translation,19.50476190476191
4835,1,discriminative,4835.0
5182,1,domain specific,5182.0
38770,10716,concept,3.617954460619634
6000,3398,to that,1.765744555620953
5435,2,in fig,2717.5
6804,684,order of,9.947368421052632
50062,5038,shown,9.93687971417229
7432,1020,advantage of,7.286274509803921
10838,145,f1,74.7448275862069
10599,205,trans,51.70243902439024
15471,591,model is,26.17766497461929
19296,861,represent,22.41114982578397
8186,724,architecture,11.30662983425414
9046,1687,extension,5.362181387077652
30165,29,parse,1040.172413793103
243,61,al the,3.983606557377049
4670,134,are then,34.85074626865671
13169,328,identification,40.14939024390244
16831,934,maximum,18.0203426124197
5231,480,processed,10.89791666666667
36194,5573,in order to,6.49452718464023
7131,120,acquisition,59.425
7428,2075,exist,3.579759036144578
10354,645,to determine,16.05271317829457
8082,46,we consider,175.695652173913
6171,523,present in,11.79923518164436
10009,3463,are also,2.890268553277505
6511,96,generated by,67.82291666666667
12971,139,correlation,93.31654676258992
5722,59,xi,96.98305084745763
4984,116,wsj,42.96551724137931
39519,73,baseline,541.3561643835617
5041,1120,indicated,4.500892857142857
5125,470,sparse,10.90425531914894
8816,3102,set the,2.842037395228885
26073,4983,position,5.232390126429862
5146,63,pipeline,81.68253968253968
4822,2018,the amount of,2.389494549058474
5182,5,fine grained,1036.4
18457,2144,multi,8.608675373134329
17740,1820,the use of,9.747252747252746
5520,318,suggests that,17.35849056603774
21959,1265,is used,17.35889328063241
11153,2177,split,5.123105190629307
6514,186,the analysis,35.02150537634409
5479,1905,with each,2.876115485564304
19517,1937,initial,10.07589055240062
26958,7172,pro,3.758784160624651
9684,2950,fixed,3.28271186440678
135663,19182,can be,7.072411635908664
7930,2234,engine,3.549686660698299
7086,194,computing,36.52577319587629
10834,2529,on the other hand,4.283906682483195
7580,2371,false,3.196963306621678
14637,3401,scale,4.303734195824758
7544,495,degree of,15.24040404040404
9687,170,to generate,56.98235294117647
10400,108,the corresponding,96.29629629629629
